date,AdrActCnt,CapMrktCurUSD
2019-08-25,513916,180766007715.36856
2019-08-26,759470,185477896690.726
2019-08-27,726784,182015155352.97934
2019-08-28,705437,174096090423.82437
2019-08-29,735396,169774555309.59164
2019-08-30,734849,171501195666.05127
2019-08-31,596235,172010786445.15018
2019-09-01,574358,174856193400.15393
2019-09-02,728155,185879583769.66736
2019-09-03,799532,190226097714.498
2019-09-04,750620,189499919032.44803
2019-09-05,744004,189574477943.6522
2019-09-06,775304,185127327372.95367
2019-09-07,617013,188079718442.25552
2019-09-08,567664,186539229374.468
2019-09-09,769573,185217353459.46936
2019-09-10,807975,180821372958.31525
2019-09-11,783950,181852186603.98666
2019-09-12,757805,186556352212.06952
2019-09-13,759154,185535294724.80194
2019-09-14,652357,185880236553.63382
2019-09-15,554317,184871734710.72012
2019-09-16,779631,184025389806.38568
2019-09-17,777701,182928175635.3786
2019-09-18,855706,182335008771.54587
2019-09-19,733322,184275340089.07263
2019-09-20,742828,182531039220.80646
2019-09-21,625288,179254415005.12704
2019-09-22,606415,180363155234.70966
2019-09-23,735518,174017098072.72247
2019-09-24,840208,154661092904.12317
2019-09-25,783948,151274745517.82645
2019-09-26,739854,145321930429.6905
2019-09-27,714047,147043095582.47012
2019-09-28,619808,147332393618.44443
2019-09-29,564381,144876708488.21008
2019-09-30,750859,148803916514.7677
2019-10-01,750562,149397042721.8758
2019-10-02,717573,150274613052.58777
2019-10-03,708956,148345592160.90897
2019-10-04,712900,146767326338.79993
2019-10-05,636638,146351095556.0878
2019-10-06,555377,141206285787.88333
2019-10-07,734959,147899313786.3891
2019-10-08,715311,147270287407.17877
2019-10-09,701690,154625456579.23495
2019-10-10,743456,154278819679.684
2019-10-11,726820,149110991493.22113
2019-10-12,578474,149734524822.10385
2019-10-13,555407,149164613949.6832
2019-10-14,694167,150170300737.75726
2019-10-15,712296,146845534512.75482
2019-10-16,733220,144037329738.8034
2019-10-17,730671,145287592860.1832
2019-10-18,673650,143266919855.44708
2019-10-19,643714,143085646028.75168
2019-10-20,546144,147875242280.40894
2019-10-21,749935,147854575170.57556
2019-10-22,732596,144586456293.43222
2019-10-23,736263,134316744655.84583
2019-10-24,719988,134263137184.01085
2019-10-25,786680,155932804286.9542
2019-10-26,761194,166630581069.47726
2019-10-27,598714,172202055438.67203
2019-10-28,753434,167912181263.83615
2019-10-29,728736,169946389584.8841
2019-10-30,711325,165486571120.7442
2019-10-31,721957,165004691372.63712
2019-11-01,790414,166751798016.3744
2019-11-02,634816,167647144918.664
2019-11-03,610943,166030720096.80835
2019-11-04,757129,169809075765.17935
2019-11-05,782184,168246968452.96805
2019-11-06,831199,168697792662.7137
2019-11-07,799136,166113240511.8508
2019-11-08,728522,158563288531.5492
2019-11-09,709807,158929965624.46988
2019-11-10,594556,163135487790.4442
2019-11-11,704180,157204392968.1421
2019-11-12,682025,158585915731.34253
2019-11-13,746140,158199619871.92133
2019-11-14,746968,156029084690.90356
2019-11-15,779428,152805221239.1656
2019-11-16,666406,153034112554.89392
2019-11-17,598140,153546374435.28497
2019-11-18,696269,147754246709.6443
2019-11-19,823018,146564658339.21307
2019-11-20,702168,145851914668.34357
2019-11-21,803455,137480717894.71863
2019-11-22,790198,131446951419.75609
2019-11-23,681817,132317341014.17213
2019-11-24,557217,125438020111.19061
2019-11-25,678695,128984010381.13335
2019-11-26,784964,129471791489.54346
2019-11-27,812540,136015452003.77505
2019-11-28,716192,134394712380.75812
2019-11-29,730014,140035753824.32822
2019-11-30,683831,136585605232.84555
2019-12-01,593329,134095575599.21857
2019-12-02,749060,132311649481.68286
2019-12-03,744688,132111542796.4344
2019-12-04,749562,130473486507.88141
2019-12-05,746859,133905907021.29037
2019-12-06,748047,136272863879.84616
2019-12-07,642350,135886841741.42654
2019-12-08,587017,136206094715.73814
2019-12-09,803439,132805669774.65419
2019-12-10,803226,130862566069.28899
2019-12-11,771631,130302159494.60497
2019-12-12,722853,130176306232.11562
2019-12-13,746512,131132158335.25368
2019-12-14,623464,127999800420.60493
2019-12-15,657604,128738145823.27988
2019-12-16,777556,124607959806.08752
2019-12-17,875713,119669002105.71834
2019-12-18,751472,131915496849.08095
2019-12-19,725702,129422222016.77724
2019-12-20,708265,130125371827.72865
2019-12-21,610208,129345551109.7174
2019-12-22,589250,135504182500.00664
2019-12-23,727796,132661061513.20564
2019-12-24,649535,131111985464.01054
2019-12-25,537049,130317953564.19278
2019-12-26,653003,130395775601.22533
2019-12-27,721861,131179357399.31567
2019-12-28,611206,132452581795.07289
2019-12-29,589993,134006582388.63814
2019-12-30,735877,131081294265.5105
2019-12-31,657164,129970082372.67699
2020-01-01,524360,130044373322.33377
2020-01-02,671016,125997729470.88754
2020-01-03,721747,132696546617.9412
2020-01-04,611397,133217241900.65346
2020-01-05,597061,133275140628.50087
2020-01-06,724219,140913446583.5742
2020-01-07,775757,147650387097.9029
2020-01-08,754553,146278447249.11566
2020-01-09,773570,141891415486.24524
2020-01-10,792103,147582148237.81662
2020-01-11,640445,145822905688.42953
2020-01-12,581504,148244692101.63885
2020-01-13,705443,147485275164.1864
2020-01-14,850757,160362182649.783
2020-01-15,759192,160038851605.64972
2020-01-16,739283,158371394895.9236
2020-01-17,756728,161910403912.36755
2020-01-18,649187,162209239871.51678
2020-01-19,622774,157850148001.62512
2020-01-20,741539,156938136300.68027
2020-01-21,756250,158674065182.00272
2020-01-22,771727,157183091622.7691
2020-01-23,789764,152082924891.57303
2020-01-24,720051,153135182382.82776
2020-01-25,665971,151723062490.33078
2020-01-26,544915,155903844151.00037
2020-01-27,726725,161883952905.72913
2020-01-28,812560,169091413723.4613
2020-01-29,767507,169374825966.0464
2020-01-30,765495,172976113948.8801
2020-01-31,762130,170234553906.81723
2020-02-01,743933,170699826042.57828
2020-02-02,706042,169943267782.81885
2020-02-03,879860,168876392941.6707
2020-02-04,764885,166740743006.20737
2020-02-05,823713,175250308848.1321
2020-02-06,765225,177289768826.4376
2020-02-07,865396,178417196310.33414
2020-02-08,709380,180455462436.1386
2020-02-09,695691,184840742312.6477
2020-02-10,703356,179780570081.51404
2020-02-11,885934,187081233587.23752
2020-02-12,822547,188700718413.70303
2020-02-13,815808,186448589139.14264
2020-02-14,741471,188763431392.39105
2020-02-15,736640,180585098507.1185
2020-02-16,655188,181337408895.616
2020-02-17,773751,176455532970.7746
2020-02-18,783570,185808950969.89786
2020-02-19,792783,175632690004.1369
2020-02-20,766448,175247351456.81827
2020-02-21,768521,176865876880.3922
2020-02-22,660812,176399792167.0473
2020-02-23,622397,181843236236.80328
2020-02-24,758122,175937259068.28137
2020-02-25,743278,170415547339.44318
2020-02-26,778003,160483857843.05478
2020-02-27,777389,160137770415.14584
2020-02-28,778213,159636352746.77158
2020-02-29,679597,156577275161.49326
2020-03-01,674209,155860614930.09488
2020-03-02,829550,162527106819.91528
2020-03-03,840712,160036426101.82803
2020-03-04,857423,159827648015.21228
2020-03-05,793221,165435942800.14697
2020-03-06,804945,166995631895.5666
2020-03-07,682432,162471226444.75668
2020-03-08,654911,148086770498.23334
2020-03-09,809850,144207873678.32486
2020-03-10,807778,144468246215.1991
2020-03-11,728889,145017268327.98505
2020-03-12,909601,90594467680.79958
2020-03-13,786409,102812902144.09329
2020-03-14,772769,94005928118.49551
2020-03-15,629326,97913564614.60316
2020-03-16,725120,91604630050.6998
2020-03-17,765477,98992369512.90938
2020-03-18,633373,98555627712.75354
2020-03-19,709786,113387305928.47571
2020-03-20,734614,112858311337.38547
2020-03-21,637554,112898621139.26909
2020-03-22,579901,106596093106.52203
2020-03-23,667486,118595581239.08946
2020-03-24,736233,123884332494.96884
2020-03-25,587460,122336150605.96742
2020-03-26,889704,123528980419.07895
2020-03-27,807651,118719519155.59436
2020-03-28,627230,113993258453.11456
2020-03-29,591287,108023566970.573
2020-03-30,770915,117768692186.59363
2020-03-31,816889,117698734312.41176
2020-04-01,824108,121567284407.78572
2020-04-02,798186,124318508345.33899
2020-04-03,750332,123582214925.00826
2020-04-04,657862,125574021300.844
2020-04-05,596364,124322577425.29263
2020-04-06,780832,133622754419.98604
2020-04-07,938358,131613224221.55472
2020-04-08,760207,135006761796.008
2020-04-09,730620,133691006813.91696
2020-04-10,735297,125650890516.87971
2020-04-11,634944,126092446156.63507
2020-04-12,618062,127854957413.57367
2020-04-13,764583,125761070198.93243
2020-04-14,843493,125994705942.76488
2020-04-15,926278,121426285928.78384
2020-04-16,880665,130646051882.06586
2020-04-17,844316,129806876584.3978
2020-04-18,847811,133146355855.41396
2020-04-19,718815,131096633928.62567
2020-04-20,842251,125665595004.1322
2020-04-21,818062,125992868717.38629
2020-04-22,762361,130648436527.64308
2020-04-23,935989,137354908752.06412
2020-04-24,893187,137695605129.58167
2020-04-25,813456,138282481992.70456
2020-04-26,724250,140980122465.10773
2020-04-27,876229,142707868307.39026
2020-04-28,926669,142583524348.09665
2020-04-29,911617,160802206508.21964
2020-04-30,947585,158808556147.54883
2020-05-01,955523,162552358585.9274
2020-05-02,970554,164803746448.9257
2020-05-03,909805,163344877181.00284
2020-05-04,889636,163089932635.14148
2020-05-05,970464,165015950017.18216
2020-05-06,972369,170192827716.01
2020-05-07,1020443,183562058560.5038
2020-05-08,949216,181109783310.8547
2020-05-09,906900,175946177530.54236
2020-05-10,869262,160123200654.1847
2020-05-11,999192,157871609470.3379
2020-05-12,954129,162025014405.0895
2020-05-13,858458,171325501477.1049
2020-05-14,880861,180121529585.9187
2020-05-15,895670,171410710236.33835
2020-05-16,880534,172678841534.62964
2020-05-17,763444,177960818089.34174
2020-05-18,970423,178783137073.023
2020-05-19,890493,179292877588.71857
2020-05-20,865708,174915846484.68948
2020-05-21,928630,166708415917.14926
2020-05-22,797526,168424610263.70425
2020-05-23,848702,168833062758.50497
2020-05-24,807939,161900721760.63464
2020-05-25,828919,163800615663.85916
2020-05-26,852839,162445913210.84164
2020-05-27,913075,168593394454.698
2020-05-28,866559,175941484285.82523
2020-05-29,852420,173450984634.78247
2020-05-30,902498,178228052044.65002
2020-05-31,801889,173497171389.7032
2020-06-01,870833,187578142707.61475
2020-06-02,899961,174954690421.54974
2020-06-03,950153,177352731439.34332
2020-06-04,884109,180508843644.39648
2020-06-05,918647,177365595706.9578
2020-06-06,771819,177870046318.47617
2020-06-07,690992,179331395772.25357
2020-06-08,986341,179741658882.79865
2020-06-09,910121,179936892008.7327
2020-06-10,909669,181952982732.76926
2020-06-11,1048342,170721091857.55524
